task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/craigslist/sf_motorcycles_multiple_filters/5,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/mca"",""task"":""Browse motorcycles with images priced between $2,000 and $5,000."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/mca?hasPic=1&min_price=2000&max_price=5000#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_motorcycles_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_motorcycles_basic_filters/6,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/mca"",""task"":""Look for adventure, chopper, sport bike."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/mca?motorcycle_type=16&motorcycle_type=3&motorcycle_type=9#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_motorcycles_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_motorcycles_basic_filters/7,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/mca"",""task"":""Find motorcycles with manual transmission and photos available."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/mca?auto_transmission=1&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_motorcycles_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_motorcycles_basic_filters/8,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse motorcycles posted today that include images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?hasPic=1&postedToday=1&sort=date#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_motorcycles_basic_filters,medium,None,0,validation,None
navi_bench/craigslist/sf_motorcycles_multiple_filters/9,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/mca"",""task"":""Search for motorcycles under $4,000 with a clean title and images."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/mca?auto_title_status=1&hasPic=1&max_price=4000#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_motorcycles_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_multiple_filters/0,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Find Marshall amplifiers with images priced between $300 and $1200."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=marshall&hasPic=1&min_price=300&max_price=1200#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_basic_filters/1,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Search for brand new Yamaha keyboards."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=yamaha%20keyboard&condition=10#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_basic_filters/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/msa"", ""task"": ""Find music instruments posted today related to Yamaha."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/msa?query=yamaha&postedToday=1#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,None,0,validation,None
navi_bench/craigslist/sf_music_instruments_basic_filters/2,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Find drum kits being sold directly by owners."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=drum%20kit&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_multiple_filters/3,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Browse electric guitars under $800 that include photos."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=electric%20guitar&hasPic=1&max_price=800#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_multiple_filters/4,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Find acoustic guitars priced between $150 and $900 being sold by owners."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=acoustic%20guitar&purveyor=owner&min_price=150&max_price=900#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_basic_filters/5,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Search for MIDI controllers that include images."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=midi%20controller&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_basic_filters/6,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Find violins in excellent or like-new condition."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=violin&condition=20#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_basic_filters/7,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Browse saxophones priced under $2,000."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=saxophone&max_price=2000#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_multiple_filters/8,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Find studio monitors with images priced between $200 and $1500."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=studio%20monitor&hasPic=1&min_price=200&max_price=1500#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_music_instruments_basic_filters/9,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/msa"",""task"":""Search for microphones being sold directly by owners."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/msa?query=microphone&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_music_instruments_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_services_multiple_filters/0,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/bbb"",""task"":""Browse business and beauty services excluding selected subcategories."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/bbb?excats=80-2-1-56-19-49#search=2~thumb~0""]]}",real,craigslist,services,sf_services_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_services_basic_filters/1,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sby/bbb"",""task"":""Search for event-related services in the South Bay area."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sby/bbb?query=event#search=2~thumb~0""]]}",real,craigslist,services,sf_services_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_services_multiple_filters/10,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/bbb"",""task"":""Browse owner-posted business services with images, excluding selected categories."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/bbb?hasPic=1&purveyor=owner&excats=80-2-1#search=2~thumb~0""]]}",real,craigslist,services,sf_services_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_services_basic_filters/2,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sby/bbb"",""task"":""Search for event-related services in the South Bay area."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sby/bbb?query=event#search=2~thumb~0""]]}",real,craigslist,services,sf_services_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_services_multiple_filters/4,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sby/bbb"",""task"":""Browse services available across multiple South Bay neighborhoods."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sby/bbb?nh=38&nh=39&nh=40&nh=41#search=2~thumb~0""]]}",real,craigslist,services,sf_services_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_services_multiple_filters/6,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/bbb"",""task"":""Browse general services while excluding several unrelated service categories."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/bbb?excats=80-2-1-56-19-49#search=2~thumb~0""]]}",real,craigslist,services,sf_services_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_services_basic_filters/7,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/bbb"",""task"":""Find professional service providers related to home cleaning in the South Bay."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/bbb?query=clean#search=2~thumb~0""]]}",real,craigslist,services,sf_services_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_services_basic_filters/8,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/bbb"",""task"":""Browse business services offered directly by owners."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/bbb?purveyor=owner#search=2~thumb~0""]]}",real,craigslist,services,sf_services_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_services_search/9,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/bbb"",""task"":""Find business service listings that include images."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/bbb?hasPic=1#search=2~thumb~0""]]}",real,craigslist,services,sf_services_search,easy,null,0,validation,null
navi_bench/craigslist/sf_shoes_multiple_filters/0,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sga"",""task"":""Find shoes with images priced between $30 and $120, sorted by lowest price."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sga?hasPic=1&min_price=30&max_price=120&sort=priceasc#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_shoes_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_shoes_basic_filters/1,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sga"",""task"":""Browse shoes sold by owners only that include images."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sga?purveyor=owner&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_shoes_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_shoes_multiple_filters/2,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sga"",""task"":""Find brand new shoes where the seller accepts cryptocurrency."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sga?condition=10&crypto_currency_ok=1#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_shoes_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_shoes_basic_filters/3,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/sga"",""task"":""Search for Vans shoes for sale and review the listings."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/sga?query=vans#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_shoes_basic_filters,medium,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/0,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Find new condition Xbox gaming items."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?condition=10&query=xbox#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/1,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Search for new PlayStation 4 gaming items."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?condition=10&query=playstation%204#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/2,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Find video gaming items with images priced under $300."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?hasPic=1&max_price=300#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/3,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Look for used Nintendo gaming items priced between $50 and $250."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?query=nintendo&min_price=50&max_price=250#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/4,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Search for PlayStation gaming items sorted by lowest price."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?query=playstation&sort=priceasc#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/5,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Find gaming consoles with images priced between $150 and $500."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?hasPic=1&min_price=150&max_price=500#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_multiple_filters/6,"{""_target_"":""navi_bench.craigslist.craigslist_url_match.generate_task_config"",""url"":""https://sfbay.craigslist.org/search/vga"",""task"":""Search for gaming accessories priced under $100 with images."",""location"":""San Francisco, CA, United States"",""timezone"":""America/Los_Angeles"",""gt_urls"":[[""https://sfbay.craigslist.org/search/vga?query=controller&hasPic=1&max_price=100#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_multiple_filters,hard,null,0,validation,null
navi_bench/craigslist/sf_video_gaming_search/7,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/vga"", ""task"": ""Find new video gaming items posted today."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/vga?condition=10&postedToday=1#search=2~gallery~0""]]}",real,craigslist,marketplace,sf_video_gaming_seach,easy,None,0,validation,None
